anchor,anchor_family,alpha,offset,window_size,phase,length,memory_capacity,mean_tradeoff,max_tradeoff,mean_retention,mean_pollution,mean_phase_lock,mean_diversity,mean_write,mean_witness,mean_release,autocorr_peak,spectral_peak
golden,phi_anchor,0.6220339887498949,0.004000000000000073,0.2,0.0,5000,100,0.4365065863881576,0.4601102021364649,0.3010043207975319,0.0008356022751729123,0.3723852785302699,8.75,3667.0,1332.25,0.75,0.9577558462409466,0.40624540480746163
golden,phi_anchor,0.6260339887498949,0.008000000000000076,0.2,0.0,5000,100,0.39545483824072014,0.4380930929461363,0.12403966496582267,0.0008953486774736667,0.3630361967226901,7.5,3455.5,1544.0,0.5,0.9572015765926605,0.36541851208106996
golden,phi_anchor,0.6300339887498949,0.01200000000000008,0.2,0.0,5000,100,0.401594793966436,0.41128892614906304,0.12117770154286167,0.0008402398918640218,0.3448353384205052,7.25,3585.0,1415.0,0.0,0.9557818816726972,0.2646005130503647
golden,phi_anchor,0.6340339887498949,0.016000000000000084,0.2,0.0,5000,100,0.3851396725645218,0.3894503069187439,0.08882701521733549,0.0002694985717240971,0.36651822853496535,8.0,3754.5,1245.5,0.0,0.9602956585938198,0.437974294126059
golden,phi_anchor,0.6380339887498949,0.020000000000000087,0.2,0.0,5000,100,0.4059605716264902,0.4483607135892846,0.15095432321332214,0.00044565344872980837,0.32883844429596354,8.0,3829.25,1170.5,0.25,0.9568189547526914,0.26047514491871887
golden,phi_anchor,0.6420339887498949,0.02400000000000009,0.2,0.0,5000,100,0.5058510532522309,0.5837089421944524,0.628237228243312,0.000587212899586539,0.351912679475323,10.0,4256.5,743.0,0.5,0.9501861455703903,0.36694973003034503
golden,phi_anchor,0.6460339887498949,0.028000000000000094,0.2,0.0,5000,100,0.520464588411231,0.5771170723237629,0.7685912722495519,0.0005862894975952308,0.3765225051092487,9.25,4147.0,773.0,80.0,0.9613576098692386,0.4036371806192359
golden,phi_anchor,0.6500339887498949,0.0320000000000001,0.2,0.0,5000,100,0.4913470153028352,0.5129963051718295,0.9168900804289544,0.0008499894464222011,0.5186849856020481,8.75,4185.5,814.5,0.0,0.9920639763671572,0.28346104945614814
golden,phi_anchor,0.6540339887498949,0.0360000000000001,0.2,0.0,5000,100,0.553046299581339,0.563351948049089,1.0,0.05444743350183899,0.36686298075664614,9.5,4523.5,476.5,0.0,0.963582746523603,0.42821545914310294
golden,phi_anchor,0.6580339887498949,0.040000000000000105,0.2,0.0,5000,100,0.5438667389994987,0.5653084356825259,1.0,0.11802050898071917,0.33969877939774423,9.75,4704.75,294.25,1.0,0.9584202628932312,0.31755826217359456
golden,phi_anchor,0.6620339887498949,0.04400000000000011,0.2,0.0,5000,100,0.5424519120556834,0.5424519120556834,1.0,0.08688490837965822,0.33656806710758175,10.0,4857.0,143.0,0.0,0.9556803157637482,0.31661333487352794
